item,subj,onset,Exp,structure,position,ExpID
16,8,824,3a,simple,below,1
16,5,859,3a,simple,below,1
16,12,1227,3a,simple,below,1
16,1,1752,3a,simple,below,1
16,3,1428,3a,simple,below,1
16,4,2059,3a,simple,below,1
22,8,1064,3a,simple,below,1
22,5,931,3a,simple,below,1
22,12,1065,3a,simple,below,1
22,1,1297,3a,simple,below,1
22,3,1035,3a,simple,below,1
22,4,869,3a,simple,below,1
24,8,849,3a,simple,below,1
24,5,1105,3a,simple,below,1
24,12,874,3a,simple,below,1
24,1,1395,3a,simple,below,1
24,3,1245,3a,simple,below,1
24,4,697,3a,simple,below,1
29,8,NA,3a,simple,below,1
29,5,1138,3a,simple,below,1
29,12,1020,3a,simple,below,1
29,1,1428,3a,simple,below,1
29,3,1105,3a,simple,below,1
29,4,1185,3a,simple,below,1
33,8,985,3a,simple,below,1
33,5,930,3a,simple,below,1
33,12,NA,3a,simple,below,1
33,1,1229,3a,simple,below,1
33,3,1323,3a,simple,below,1
33,4,NA,3a,simple,below,1
42,8,936,3a,simple,below,1
42,5,1146,3a,simple,below,1
42,12,1031,3a,simple,below,1
42,1,1111,3a,simple,below,1
42,3,NA,3a,simple,below,1
42,4,NA,3a,simple,below,1
15,8,809,3a,simple,above,1
15,5,929,3a,simple,above,1
15,12,669,3a,simple,above,1
15,1,1200,3a,simple,above,1
15,3,821,3a,simple,above,1
15,4,667,3a,simple,above,1
30,8,731,3a,simple,above,1
30,5,898,3a,simple,above,1
30,12,1220,3a,simple,above,1
30,1,1830,3a,simple,above,1
30,3,1255,3a,simple,above,1
30,4,874,3a,simple,above,1
40,8,1077,3a,simple,above,1
40,5,1083,3a,simple,above,1
40,12,751,3a,simple,above,1
40,1,NA,3a,simple,above,1
40,3,1028,3a,simple,above,1
40,4,NA,3a,simple,above,1
14,8,789,3a,simple,above,1
14,5,886,3a,simple,above,1
14,12,NA,3a,simple,above,1
14,1,1046,3a,simple,above,1
14,3,940,3a,simple,above,1
14,4,891,3a,simple,above,1
27,8,955,3a,simple,above,1
27,5,831,3a,simple,above,1
27,12,729,3a,simple,above,1
27,1,1210,3a,simple,above,1
27,3,NA,3a,simple,above,1
27,4,936,3a,simple,above,1
28,8,894,3a,simple,above,1
28,5,1409,3a,simple,above,1
28,12,849,3a,simple,above,1
28,1,2048,3a,simple,above,1
28,3,949,3a,simple,above,1
28,4,1037,3a,simple,above,1
4,8,684,3a,simple,above,1
4,5,1041,3a,simple,above,1
4,12,938,3a,simple,above,1
4,1,1079,3a,simple,above,1
4,3,890,3a,simple,above,1
4,4,940,3a,simple,above,1
8,8,877,3a,simple,above,1
8,5,1116,3a,simple,above,1
8,12,NA,3a,simple,above,1
8,1,1294,3a,simple,above,1
8,3,1150,3a,simple,above,1
8,4,750,3a,simple,above,1
44,8,1032,3a,simple,above,1
44,5,993,3a,simple,above,1
44,12,817,3a,simple,above,1
44,1,1267,3a,simple,above,1
44,3,1052,3a,simple,above,1
44,4,1299,3a,simple,above,1
23,8,757,3a,simple,above,1
23,5,NA,3a,simple,above,1
23,12,684,3a,simple,above,1
23,1,877,3a,simple,above,1
23,3,1041,3a,simple,above,1
23,4,888,3a,simple,above,1
26,8,910,3a,simple,above,1
26,5,882,3a,simple,above,1
26,12,799,3a,simple,above,1
26,1,1229,3a,simple,above,1
26,3,NA,3a,simple,above,1
26,4,968,3a,simple,above,1
38,8,1045,3a,simple,above,1
38,5,1005,3a,simple,above,1
38,12,977,3a,simple,above,1
38,1,1415,3a,simple,above,1
38,3,1042,3a,simple,above,1
38,4,849,3a,simple,above,1
2,8,945,3a,simple,above,1
2,5,1213,3a,simple,above,1
2,12,932,3a,simple,above,1
2,1,1296,3a,simple,above,1
2,3,1244,3a,simple,above,1
2,4,1242,3a,simple,above,1
17,8,914,3a,simple,above,1
17,5,1224,3a,simple,above,1
17,12,1482,3a,simple,above,1
17,1,1253,3a,simple,above,1
17,3,1164,3a,simple,above,1
17,4,996,3a,simple,above,1
31,8,886,3a,simple,above,1
31,5,638,3a,simple,above,1
31,12,1199,3a,simple,above,1
31,1,1224,3a,simple,above,1
31,3,1077,3a,simple,above,1
31,4,941,3a,simple,above,1
7,8,832,3a,simple,above,1
7,5,1525,3a,simple,above,1
7,12,1193,3a,simple,above,1
7,1,1461,3a,simple,above,1
7,3,967,3a,simple,above,1
7,4,930,3a,simple,above,1
18,8,832,3a,simple,above,1
18,5,1113,3a,simple,above,1
18,12,736,3a,simple,above,1
18,1,1224,3a,simple,above,1
18,3,1095,3a,simple,above,1
18,4,1042,3a,simple,above,1
41,8,1005,3a,simple,above,1
41,5,1192,3a,simple,above,1
41,12,829,3a,simple,above,1
41,1,1361,3a,simple,above,1
41,3,893,3a,simple,above,1
41,4,1982,3a,simple,above,1
12,8,801,3a,simple,above,1
12,5,909,3a,simple,above,1
12,12,633,3a,simple,above,1
12,1,1359,3a,simple,above,1
12,3,1172,3a,simple,above,1
12,4,975,3a,simple,above,1
34,8,770,3a,simple,above,1
34,5,1194,3a,simple,above,1
34,12,1047,3a,simple,above,1
34,1,1811,3a,simple,above,1
34,3,1082,3a,simple,above,1
34,4,1096,3a,simple,above,1
46,8,724,3a,simple,above,1
46,5,997,3a,simple,above,1
46,12,1011,3a,simple,above,1
46,1,1072,3a,simple,above,1
46,3,1054,3a,simple,above,1
46,4,742,3a,simple,above,1
6,8,859,3a,simple,above,1
6,5,992,3a,simple,above,1
6,12,835,3a,simple,above,1
6,1,993,3a,simple,above,1
6,3,NA,3a,simple,above,1
6,4,1240,3a,simple,above,1
43,8,821,3a,simple,above,1
43,5,1232,3a,simple,above,1
43,12,1029,3a,simple,above,1
43,1,1296,3a,simple,above,1
43,3,1120,3a,simple,above,1
43,4,878,3a,simple,above,1
48,8,904,3a,simple,above,1
48,5,958,3a,simple,above,1
48,12,783,3a,simple,above,1
48,1,978,3a,simple,above,1
48,3,NA,3a,simple,above,1
48,4,1107,3a,simple,above,1
11,8,1116,3a,complex,above,1
11,5,1105,3a,complex,above,1
11,12,1159,3a,complex,above,1
11,1,1144,3a,complex,above,1
11,3,1282,3a,complex,above,1
11,4,1645,3a,complex,above,1
25,8,802,3a,complex,above,1
25,5,971,3a,complex,above,1
25,12,927,3a,complex,above,1
25,1,1808,3a,complex,above,1
25,3,986,3a,complex,above,1
25,4,1016,3a,complex,above,1
37,8,908,3a,complex,above,1
37,5,1156,3a,complex,above,1
37,12,1101,3a,complex,above,1
37,1,985,3a,complex,above,1
37,3,1661,3a,complex,above,1
37,4,894,3a,complex,above,1
5,8,881,3a,complex,above,1
5,5,530,3a,complex,above,1
5,12,NA,3a,complex,above,1
5,1,NA,3a,complex,above,1
5,3,903,3a,complex,above,1
5,4,772,3a,complex,above,1
10,8,861,3a,complex,above,1
10,5,1261,3a,complex,above,1
10,12,814,3a,complex,above,1
10,1,1132,3a,complex,above,1
10,3,821,3a,complex,above,1
10,4,787,3a,complex,above,1
21,8,964,3a,complex,above,1
21,5,1210,3a,complex,above,1
21,12,NA,3a,complex,above,1
21,1,1118,3a,complex,above,1
21,3,NA,3a,complex,above,1
21,4,1893,3a,complex,above,1
36,8,863,3a,complex,above,1
36,5,1140,3a,complex,above,1
36,12,744,3a,complex,above,1
36,1,1068,3a,complex,above,1
36,3,1099,3a,complex,above,1
36,4,NA,3a,complex,above,1
39,8,1027,3a,complex,above,1
39,5,NA,3a,complex,above,1
39,12,NA,3a,complex,above,1
39,1,NA,3a,complex,above,1
39,3,901,3a,complex,above,1
39,4,953,3a,complex,above,1
45,8,1002,3a,complex,above,1
45,5,894,3a,complex,above,1
45,12,887,3a,complex,above,1
45,1,2044,3a,complex,above,1
45,3,1203,3a,complex,above,1
45,4,891,3a,complex,above,1
3,8,1007,3a,complex,above,1
3,5,1331,3a,complex,above,1
3,12,770,3a,complex,above,1
3,1,2106,3a,complex,above,1
3,3,1523,3a,complex,above,1
3,4,939,3a,complex,above,1
20,8,878,3a,complex,above,1
20,5,1308,3a,complex,above,1
20,12,894,3a,complex,above,1
20,1,NA,3a,complex,above,1
20,3,969,3a,complex,above,1
20,4,1058,3a,complex,above,1
47,8,936,3a,complex,above,1
47,5,1443,3a,complex,above,1
47,12,NA,3a,complex,above,1
47,1,1100,3a,complex,above,1
47,3,1315,3a,complex,above,1
47,4,942,3a,complex,above,1
13,8,919,3a,complex,above,1
13,5,1137,3a,complex,above,1
13,12,711,3a,complex,above,1
13,1,759,3a,complex,above,1
13,3,1163,3a,complex,above,1
13,4,798,3a,complex,above,1
19,8,893,3a,complex,above,1
19,5,1025,3a,complex,above,1
19,12,NA,3a,complex,above,1
19,1,1603,3a,complex,above,1
19,3,1056,3a,complex,above,1
19,4,1172,3a,complex,above,1
35,8,920,3a,complex,above,1
35,5,1297,3a,complex,above,1
35,12,734,3a,complex,above,1
35,1,954,3a,complex,above,1
35,3,917,3a,complex,above,1
35,4,970,3a,complex,above,1
1,8,864,3a,complex,above,1
1,5,1049,3a,complex,above,1
1,12,934,3a,complex,above,1
1,1,1301,3a,complex,above,1
1,3,924,3a,complex,above,1
1,4,867,3a,complex,above,1
9,8,1127,3a,complex,above,1
9,5,995,3a,complex,above,1
9,12,969,3a,complex,above,1
9,1,1419,3a,complex,above,1
9,3,929,3a,complex,above,1
9,4,NA,3a,complex,above,1
32,8,1357,3a,complex,above,1
32,5,1252,3a,complex,above,1
32,12,1051,3a,complex,above,1
32,1,1418,3a,complex,above,1
32,3,NA,3a,complex,above,1
32,4,1289,3a,complex,above,1
16,8,1018,3a,complex,above,1
16,5,1216,3a,complex,above,1
16,12,918,3a,complex,above,1
16,1,1557,3a,complex,above,1
16,3,1400,3a,complex,above,1
16,4,1117,3a,complex,above,1
22,8,1027,3a,complex,above,1
22,5,1069,3a,complex,above,1
22,12,912,3a,complex,above,1
22,1,1347,3a,complex,above,1
22,3,1070,3a,complex,above,1
22,4,1068,3a,complex,above,1
24,8,1010,3a,complex,above,1
24,5,829,3a,complex,above,1
24,12,1460,3a,complex,above,1
24,1,1090,3a,complex,above,1
24,3,1334,3a,complex,above,1
24,4,900,3a,complex,above,1
29,8,NA,3a,complex,above,1
29,5,1401,3a,complex,above,1
29,12,1003,3a,complex,above,1
29,1,1222,3a,complex,above,1
29,3,933,3a,complex,above,1
29,4,1078,3a,complex,above,1
33,8,1137,3a,complex,above,1
33,5,978,3a,complex,above,1
33,12,NA,3a,complex,above,1
33,1,1208,3a,complex,above,1
33,3,1203,3a,complex,above,1
33,4,NA,3a,complex,above,1
42,8,878,3a,complex,above,1
42,5,969,3a,complex,above,1
42,12,822,3a,complex,above,1
42,1,1285,3a,complex,above,1
42,3,NA,3a,complex,above,1
42,4,NA,3a,complex,above,1
11,12,1197,3b,complex,below,2
11,2,NA,3b,complex,below,2
11,4,790,3b,complex,below,2
11,3,783,3b,complex,below,2
11,7,NA,3b,complex,below,2
11,6,871,3b,complex,below,2
25,12,1565,3b,complex,below,2
25,2,1054,3b,complex,below,2
25,4,835,3b,complex,below,2
25,3,1273,3b,complex,below,2
25,7,996,3b,complex,below,2
25,6,NA,3b,complex,below,2
37,12,1261,3b,complex,below,2
37,2,1053,3b,complex,below,2
37,4,684,3b,complex,below,2
37,3,963,3b,complex,below,2
37,7,916,3b,complex,below,2
37,6,835,3b,complex,below,2
5,12,1646,3b,complex,below,2
5,2,1014,3b,complex,below,2
5,4,707,3b,complex,below,2
5,3,992,3b,complex,below,2
5,7,1389,3b,complex,below,2
5,6,1214,3b,complex,below,2
10,12,1340,3b,complex,below,2
10,2,1191,3b,complex,below,2
10,4,762,3b,complex,below,2
10,3,827,3b,complex,below,2
10,7,NA,3b,complex,below,2
10,6,875,3b,complex,below,2
21,12,1233,3b,complex,below,2
21,2,1139,3b,complex,below,2
21,4,808,3b,complex,below,2
21,3,813,3b,complex,below,2
21,7,1092,3b,complex,below,2
21,6,1638,3b,complex,below,2
36,12,1581,3b,complex,below,2
36,2,1575,3b,complex,below,2
36,4,913,3b,complex,below,2
36,3,801,3b,complex,below,2
36,7,987,3b,complex,below,2
36,6,1421,3b,complex,below,2
39,12,NA,3b,complex,below,2
39,2,1216,3b,complex,below,2
39,4,844,3b,complex,below,2
39,3,993,3b,complex,below,2
39,7,1087,3b,complex,below,2
39,6,932,3b,complex,below,2
45,12,1796,3b,complex,below,2
45,2,1616,3b,complex,below,2
45,4,860,3b,complex,below,2
45,3,1030,3b,complex,below,2
45,7,1084,3b,complex,below,2
45,6,1082,3b,complex,below,2
3,12,1074,3b,complex,below,2
3,2,NA,3b,complex,below,2
3,4,782,3b,complex,below,2
3,3,978,3b,complex,below,2
3,7,1337,3b,complex,below,2
3,6,1008,3b,complex,below,2
20,12,1359,3b,complex,below,2
20,2,612,3b,complex,below,2
20,4,706,3b,complex,below,2
20,3,870,3b,complex,below,2
20,7,1185,3b,complex,below,2
20,6,865,3b,complex,below,2
47,12,1207,3b,complex,below,2
47,2,NA,3b,complex,below,2
47,4,753,3b,complex,below,2
47,3,891,3b,complex,below,2
47,7,NA,3b,complex,below,2
47,6,1097,3b,complex,below,2
13,12,1302,3b,complex,below,2
13,2,1120,3b,complex,below,2
13,4,830,3b,complex,below,2
13,3,938,3b,complex,below,2
13,7,865,3b,complex,below,2
13,6,NA,3b,complex,below,2
19,12,1263,3b,complex,below,2
19,2,1049,3b,complex,below,2
19,4,746,3b,complex,below,2
19,3,763,3b,complex,below,2
19,7,1277,3b,complex,below,2
19,6,NA,3b,complex,below,2
35,12,1501,3b,complex,below,2
35,2,569,3b,complex,below,2
35,4,1130,3b,complex,below,2
35,3,1081,3b,complex,below,2
35,7,1135,3b,complex,below,2
35,6,945,3b,complex,below,2
1,12,1219,3b,complex,below,2
1,2,NA,3b,complex,below,2
1,4,843,3b,complex,below,2
1,3,1330,3b,complex,below,2
1,7,997,3b,complex,below,2
1,6,1401,3b,complex,below,2
9,12,1123,3b,complex,below,2
9,2,935,3b,complex,below,2
9,4,656,3b,complex,below,2
9,3,775,3b,complex,below,2
9,7,NA,3b,complex,below,2
9,6,1569,3b,complex,below,2
32,12,992,3b,complex,below,2
32,2,NA,3b,complex,below,2
32,4,NA,3b,complex,below,2
32,3,941,3b,complex,below,2
32,7,NA,3b,complex,below,2
32,6,1034,3b,complex,below,2
16,12,1253,3b,complex,below,2
16,2,1032,3b,complex,below,2
16,4,951,3b,complex,below,2
16,3,1243,3b,complex,below,2
16,7,1524,3b,complex,below,2
16,6,975,3b,complex,below,2
22,12,1655,3b,complex,below,2
22,2,979,3b,complex,below,2
22,4,906,3b,complex,below,2
22,3,886,3b,complex,below,2
22,7,1192,3b,complex,below,2
22,6,1524,3b,complex,below,2
24,12,1746,3b,complex,below,2
24,2,1036,3b,complex,below,2
24,4,813,3b,complex,below,2
24,3,871,3b,complex,below,2
24,7,946,3b,complex,below,2
24,6,845,3b,complex,below,2
29,12,1256,3b,complex,below,2
29,2,1026,3b,complex,below,2
29,4,1110,3b,complex,below,2
29,3,1044,3b,complex,below,2
29,7,NA,3b,complex,below,2
29,6,1237,3b,complex,below,2
33,12,1657,3b,complex,below,2
33,2,1295,3b,complex,below,2
33,4,956,3b,complex,below,2
33,3,835,3b,complex,below,2
33,7,1021,3b,complex,below,2
33,6,943,3b,complex,below,2
42,12,1201,3b,complex,below,2
42,2,1223,3b,complex,below,2
42,4,694,3b,complex,below,2
42,3,810,3b,complex,below,2
42,7,983,3b,complex,below,2
42,6,863,3b,complex,below,2
15,12,1149,3b,simple,below,2
15,2,1158,3b,simple,below,2
15,4,839,3b,simple,below,2
15,3,921,3b,simple,below,2
15,7,1420,3b,simple,below,2
15,6,728,3b,simple,below,2
30,12,1170,3b,simple,below,2
30,2,1272,3b,simple,below,2
30,4,NA,3b,simple,below,2
30,3,850,3b,simple,below,2
30,7,839,3b,simple,below,2
30,6,1008,3b,simple,below,2
40,12,1309,3b,simple,below,2
40,2,1236,3b,simple,below,2
40,4,790,3b,simple,below,2
40,3,1172,3b,simple,below,2
40,7,1600,3b,simple,below,2
40,6,1091,3b,simple,below,2
14,12,1101,3b,simple,below,2
14,2,982,3b,simple,below,2
14,4,800,3b,simple,below,2
14,3,684,3b,simple,below,2
14,7,682,3b,simple,below,2
14,6,NA,3b,simple,below,2
27,12,1446,3b,simple,below,2
27,2,936,3b,simple,below,2
27,4,974,3b,simple,below,2
27,3,1454,3b,simple,below,2
27,7,759,3b,simple,below,2
27,6,713,3b,simple,below,2
28,12,1781,3b,simple,below,2
28,2,NA,3b,simple,below,2
28,4,628,3b,simple,below,2
28,3,1379,3b,simple,below,2
28,7,1274,3b,simple,below,2
28,6,1319,3b,simple,below,2
4,12,1122,3b,simple,below,2
4,2,1151,3b,simple,below,2
4,4,NA,3b,simple,below,2
4,3,918,3b,simple,below,2
4,7,1027,3b,simple,below,2
4,6,833,3b,simple,below,2
8,12,1092,3b,simple,below,2
8,2,1131,3b,simple,below,2
8,4,827,3b,simple,below,2
8,3,760,3b,simple,below,2
8,7,1432,3b,simple,below,2
8,6,937,3b,simple,below,2
44,12,1434,3b,simple,below,2
44,2,1083,3b,simple,below,2
44,4,690,3b,simple,below,2
44,3,936,3b,simple,below,2
44,7,NA,3b,simple,below,2
44,6,950,3b,simple,below,2
23,12,1191,3b,simple,below,2
23,2,860,3b,simple,below,2
23,4,755,3b,simple,below,2
23,3,1072,3b,simple,below,2
23,7,894,3b,simple,below,2
23,6,905,3b,simple,below,2
26,12,1231,3b,simple,below,2
26,2,1033,3b,simple,below,2
26,4,NA,3b,simple,below,2
26,3,875,3b,simple,below,2
26,7,634,3b,simple,below,2
26,6,1436,3b,simple,below,2
38,12,1094,3b,simple,below,2
38,2,NA,3b,simple,below,2
38,4,888,3b,simple,below,2
38,3,707,3b,simple,below,2
38,7,NA,3b,simple,below,2
38,6,1138,3b,simple,below,2
2,12,NA,3b,simple,below,2
2,2,1171,3b,simple,below,2
2,4,NA,3b,simple,below,2
2,3,950,3b,simple,below,2
2,7,963,3b,simple,below,2
2,6,NA,3b,simple,below,2
17,12,1402,3b,simple,below,2
17,2,1042,3b,simple,below,2
17,4,780,3b,simple,below,2
17,3,997,3b,simple,below,2
17,7,820,3b,simple,below,2
17,6,894,3b,simple,below,2
31,12,1203,3b,simple,below,2
31,2,1101,3b,simple,below,2
31,4,1300,3b,simple,below,2
31,3,962,3b,simple,below,2
31,7,1128,3b,simple,below,2
31,6,1242,3b,simple,below,2
7,12,1059,3b,simple,below,2
7,2,1071,3b,simple,below,2
7,4,738,3b,simple,below,2
7,3,968,3b,simple,below,2
7,7,1069,3b,simple,below,2
7,6,737,3b,simple,below,2
18,12,NA,3b,simple,below,2
18,2,NA,3b,simple,below,2
18,4,1204,3b,simple,below,2
18,3,871,3b,simple,below,2
18,7,942,3b,simple,below,2
18,6,802,3b,simple,below,2
41,12,1386,3b,simple,below,2
41,2,926,3b,simple,below,2
41,4,796,3b,simple,below,2
41,3,841,3b,simple,below,2
41,7,NA,3b,simple,below,2
41,6,878,3b,simple,below,2
12,12,1324,3b,simple,below,2
12,2,1086,3b,simple,below,2
12,4,869,3b,simple,below,2
12,3,1079,3b,simple,below,2
12,7,944,3b,simple,below,2
12,6,676,3b,simple,below,2
34,12,1661,3b,simple,below,2
34,2,547,3b,simple,below,2
34,4,1096,3b,simple,below,2
34,3,919,3b,simple,below,2
34,7,NA,3b,simple,below,2
34,6,1138,3b,simple,below,2
46,12,1269,3b,simple,below,2
46,2,986,3b,simple,below,2
46,4,764,3b,simple,below,2
46,3,1205,3b,simple,below,2
46,7,1315,3b,simple,below,2
46,6,1029,3b,simple,below,2
6,12,NA,3b,simple,below,2
6,2,526,3b,simple,below,2
6,4,NA,3b,simple,below,2
6,3,974,3b,simple,below,2
6,7,NA,3b,simple,below,2
6,6,NA,3b,simple,below,2
43,12,2153,3b,simple,below,2
43,2,1606,3b,simple,below,2
43,4,1005,3b,simple,below,2
43,3,866,3b,simple,below,2
43,7,945,3b,simple,below,2
43,6,NA,3b,simple,below,2
48,12,NA,3b,simple,below,2
48,2,1191,3b,simple,below,2
48,4,966,3b,simple,below,2
48,3,1093,3b,simple,below,2
48,7,886,3b,simple,below,2
48,6,1168,3b,simple,below,2
11,12,1434,3b,simple,above,2
11,2,NA,3b,simple,above,2
11,4,710,3b,simple,above,2
11,3,764,3b,simple,above,2
11,7,NA,3b,simple,above,2
11,6,1108,3b,simple,above,2
25,12,1391,3b,simple,above,2
25,2,1433,3b,simple,above,2
25,4,835,3b,simple,above,2
25,3,672,3b,simple,above,2
25,7,885,3b,simple,above,2
25,6,NA,3b,simple,above,2
37,12,1122,3b,simple,above,2
37,2,897,3b,simple,above,2
37,4,737,3b,simple,above,2
37,3,711,3b,simple,above,2
37,7,850,3b,simple,above,2
37,6,822,3b,simple,above,2
5,12,1611,3b,simple,above,2
5,2,1120,3b,simple,above,2
5,4,716,3b,simple,above,2
5,3,820,3b,simple,above,2
5,7,1022,3b,simple,above,2
5,6,964,3b,simple,above,2
10,12,1576,3b,simple,above,2
10,2,1154,3b,simple,above,2
10,4,757,3b,simple,above,2
10,3,1046,3b,simple,above,2
10,7,NA,3b,simple,above,2
10,6,812,3b,simple,above,2
21,12,1513,3b,simple,above,2
21,2,899,3b,simple,above,2
21,4,656,3b,simple,above,2
21,3,804,3b,simple,above,2
21,7,1212,3b,simple,above,2
21,6,792,3b,simple,above,2
36,12,1604,3b,simple,above,2
36,2,952,3b,simple,above,2
36,4,772,3b,simple,above,2
36,3,1089,3b,simple,above,2
36,7,1296,3b,simple,above,2
36,6,996,3b,simple,above,2
39,12,NA,3b,simple,above,2
39,2,869,3b,simple,above,2
39,4,715,3b,simple,above,2
39,3,692,3b,simple,above,2
39,7,697,3b,simple,above,2
39,6,770,3b,simple,above,2
45,12,1493,3b,simple,above,2
45,2,1596,3b,simple,above,2
45,4,822,3b,simple,above,2
45,3,988,3b,simple,above,2
45,7,973,3b,simple,above,2
45,6,1025,3b,simple,above,2
3,12,1088,3b,simple,above,2
3,2,NA,3b,simple,above,2
3,4,1183,3b,simple,above,2
3,3,826,3b,simple,above,2
3,7,1083,3b,simple,above,2
3,6,1000,3b,simple,above,2
20,12,1882,3b,simple,above,2
20,2,958,3b,simple,above,2
20,4,678,3b,simple,above,2
20,3,969,3b,simple,above,2
20,7,797,3b,simple,above,2
20,6,1180,3b,simple,above,2
47,12,999,3b,simple,above,2
47,2,NA,3b,simple,above,2
47,4,827,3b,simple,above,2
47,3,810,3b,simple,above,2
47,7,NA,3b,simple,above,2
47,6,957,3b,simple,above,2
13,12,1104,3b,simple,above,2
13,2,1039,3b,simple,above,2
13,4,652,3b,simple,above,2
13,3,985,3b,simple,above,2
13,7,732,3b,simple,above,2
13,6,NA,3b,simple,above,2
19,12,1517,3b,simple,above,2
19,2,955,3b,simple,above,2
19,4,829,3b,simple,above,2
19,3,729,3b,simple,above,2
19,7,854,3b,simple,above,2
19,6,NA,3b,simple,above,2
35,12,1093,3b,simple,above,2
35,2,785,3b,simple,above,2
35,4,739,3b,simple,above,2
35,3,870,3b,simple,above,2
35,7,974,3b,simple,above,2
35,6,838,3b,simple,above,2
1,12,1223,3b,simple,above,2
1,2,NA,3b,simple,above,2
1,4,1034,3b,simple,above,2
1,3,885,3b,simple,above,2
1,7,1215,3b,simple,above,2
1,6,1131,3b,simple,above,2
9,12,1341,3b,simple,above,2
9,2,1029,3b,simple,above,2
9,4,682,3b,simple,above,2
9,3,881,3b,simple,above,2
9,7,NA,3b,simple,above,2
9,6,847,3b,simple,above,2
32,12,1580,3b,simple,above,2
32,2,NA,3b,simple,above,2
32,4,NA,3b,simple,above,2
32,3,892,3b,simple,above,2
32,7,NA,3b,simple,above,2
32,6,758,3b,simple,above,2
16,12,1078,3b,simple,above,2
16,2,1369,3b,simple,above,2
16,4,952,3b,simple,above,2
16,3,851,3b,simple,above,2
16,7,816,3b,simple,above,2
16,6,1216,3b,simple,above,2
22,12,1286,3b,simple,above,2
22,2,1017,3b,simple,above,2
22,4,665,3b,simple,above,2
22,3,919,3b,simple,above,2
22,7,990,3b,simple,above,2
22,6,1735,3b,simple,above,2
24,12,1112,3b,simple,above,2
24,2,1146,3b,simple,above,2
24,4,751,3b,simple,above,2
24,3,813,3b,simple,above,2
24,7,1475,3b,simple,above,2
24,6,1043,3b,simple,above,2
29,12,1571,3b,simple,above,2
29,2,966,3b,simple,above,2
29,4,791,3b,simple,above,2
29,3,1204,3b,simple,above,2
29,7,NA,3b,simple,above,2
29,6,967,3b,simple,above,2
33,12,901,3b,simple,above,2
33,2,868,3b,simple,above,2
33,4,942,3b,simple,above,2
33,3,655,3b,simple,above,2
33,7,1027,3b,simple,above,2
33,6,974,3b,simple,above,2
42,12,1414,3b,simple,above,2
42,2,976,3b,simple,above,2
42,4,380,3b,simple,above,2
42,3,696,3b,simple,above,2
42,7,574,3b,simple,above,2
42,6,899,3b,simple,above,2
15,12,1086,3b,complex,above,2
15,2,952,3b,complex,above,2
15,4,721,3b,complex,above,2
15,3,735,3b,complex,above,2
15,7,885,3b,complex,above,2
15,6,788,3b,complex,above,2
30,12,1197,3b,complex,above,2
30,2,933,3b,complex,above,2
30,4,NA,3b,complex,above,2
30,3,795,3b,complex,above,2
30,7,1221,3b,complex,above,2
30,6,1082,3b,complex,above,2
40,12,1260,3b,complex,above,2
40,2,1069,3b,complex,above,2
40,4,994,3b,complex,above,2
40,3,905,3b,complex,above,2
40,7,1049,3b,complex,above,2
40,6,1139,3b,complex,above,2
14,12,1631,3b,complex,above,2
14,2,1232,3b,complex,above,2
14,4,823,3b,complex,above,2
14,3,1036,3b,complex,above,2
14,7,879,3b,complex,above,2
14,6,NA,3b,complex,above,2
27,12,1328,3b,complex,above,2
27,2,910,3b,complex,above,2
27,4,735,3b,complex,above,2
27,3,756,3b,complex,above,2
